year,leaid,lea_name,fips,state_leaid,street_mailing,city_mailing,state_mailing,zip_mailing,zip4_mailing,street_location,city_location,state_location,zip_location,zip4_location,phone,latitude,longitude,urban_centric_locale,cbsa,cbsa_type,csa,cmsa,necta,county_code,county_name,congress_district_id,bureau_indian_education,supervisory_union_number,agency_type,agency_level,boundary_change_indicator,agency_charter_indicator,lowest_grade_offered,highest_grade_offered,number_of_schools,enrollment,spec_ed_students,english_language_learners,migrant_students,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_fte,instructional_aides_fte,coordinators_fte,guidance_counselors_elem_fte,guidance_counselors_sec_fte,guidance_counselors_other_fte,guidance_counselors_total_fte,librarian_specialists_fte,librarian_support_staff_fte,lea_administrators_fte,lea_admin_support_staff_fte,school_administrators_fte,school_admin_support_staff_fte,support_staff_students_fte,support_staff_other_fte,staff_total_fte,lea_staff_total_fte,other_staff_fte,school_staff_total_fte,school_counselors_fte,state_leg_district_lower,state_leg_district_upper,school_psychologists_fte,support_staff_stu_wo_psych_fte
2023,0506120,FAYETTEVILLE SCHOOL DISTRICT,5,AR-7203000,1000 W STONE ST,FAYETTEVILLE,AR,72701,00,1000 W STONE ST,FAYETTEVILLE,AR,72701,00,(479)444-3000,36.0598,-94.1741,13,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,0,12,17,10164,NA,NA,NA,0,43,357,232,44,677,219,66,10,18,NA,28,18,6,15,60,42,78,176,281,1669,141,281.16,540.21,NA,05021,05030,9.55,167.1
2023,0506150,FLIPPIN SCHOOL DISTRICT,5,AR-4501000,210 ALFORD ST,FLIPPIN,AR,72634,00,210 ALFORD ST,FLIPPIN,AR,72634,00,(870)453-2270,36.279971,-92.598392,42,-2,-2,-2,NA,NA,5089,Marion County,501,NA,,1,4,1,NA,0,12,3,768,NA,NA,NA,7,5,34,59,5,110,20,2,1,2,NA,3,2,0,2,5,3,8,10,12,178,9,12,43.85,NA,05004,05023,0,10.84
2023,0506210,FORDYCE SCHOOL DISTRICT,5,AR-2002000,P O BOX 706,FORDYCE,AR,71742,00,104 COLLEGE ST,FORDYCE,AR,71742,00,(870)352-3005,33.816198,-92.414408,43,-2,-2,-2,NA,NA,5039,Dallas County,504,NA,,1,4,1,NA,-1,12,2,724,NA,NA,NA,1,3,29,18,2,54,23,2,1,1,NA,2,1,0,1,3,2,8,19,22,138,6,22.25,53,NA,05096,05002,0,19
2023,0506240,FOREMAN SCHOOL DISTRICT,5,AR-4102000,P O BOX 480,FOREMAN,AR,71836,00,603 DOLLARHIDE,FOREMAN,AR,71836,00,(870)542-7211,33.714208,-94.395676,42,45500,1,-2,NA,NA,5081,Little River County,504,NA,,1,4,1,NA,0,12,2,482,NA,NA,NA,0,2,22,23,4,52,8,0,1,1,NA,2,1,0,3,4,2,5,9,11,99,7,11.5,26.5,NA,05087,05004,0,9.5
2023,0506270,FORREST CITY SCHOOL DISTRICT,5,AR-6201000,845 N ROSSER,FORREST CITY,AR,72335,00,845 N ROSSER,FORREST CITY,AR,72335,00,(870)633-1485,35.011481,-90.796272,32,22620,2,368,NA,NA,5123,St. Francis County,501,NA,,1,4,1,NA,-1,12,5,2128,NA,NA,NA,5,7,57,62,6,138,49,6,2,3,NA,5,3,1,3,20,8,10,44,33,322,29,33.5,115.5,NA,05063,05009,1,43
2023,0506330,FORT SMITH SCHOOL DISTRICT,5,AR-6601000,P O BOX 1948,FORT SMITH,AR,72902,00,3205 JENNY LIND RD,FORT SMITH,AR,72901,00,(479)785-2501,35.350878,-94.411392,13,22900,1,-2,NA,NA,5131,Sebastian County,503,NA,,1,4,1,NA,-1,12,27,14060,NA,NA,NA,20,58,426,396,78,980,351,16,20,20,NA,40,28,17,19,103,60,130,308,369,2424,138,369,896.17,NA,05050,05027,5.75,302.82
2023,0506360,FOUKE SCHOOL DISTRICT,5,AR-4603000,P O BOX 20,FOUKE,AR,71837,00,200 N DAVIS,FOUKE,AR,71837,00,(870)653-4311,33.262274,-93.88181,42,45500,1,-2,NA,NA,5091,Miller County,504,NA,,1,4,1,NA,-1,12,3,1136,NA,NA,NA,1,4,41,54,3,105,30,1,1,2,NA,3,2,0,4,4,5,5,17,22,198,9,22,59.51,NA,05099,05004,0,17
2023,0506420,FOUNTAIN LAKE SCHOOL DISTRICT,5,AR-2602000,4207 PARK AVE,HOT SPRINGS,AR,71901,00,4207 PARK AVE,HOT SPRINGS,AR,71901,00,(501)623-5655,34.571549,-92.988444,41,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,0,12,3,1212,NA,NA,NA,2,5,55,37,7,108,25,5,1,2,NA,3,2,0,3,5,6,9,8,18,192,13,18.2,50.1,NA,05084,05006,1,7
2023,0506540,GENTRY SCHOOL DISTRICT,5,AR-0403000,201 S GILES AVE,GENTRY,AR,72734,00,201 S GILES AVE,GENTRY,AR,72734,00,(479)736-2253,36.266022,-94.486458,41,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,0,12,4,1670,NA,NA,NA,0,7,62,76,6,153,36,3,2,3,NA,5,4,0,4,9,8,8,34,33,297,16,33.5,90,NA,05017,05035,0,34
2023,0506630,GLEN ROSE SCHOOL DISTRICT,5,AR-3002000,14334 HWY 67,MALVERN,AR,72104,00,14334 HWY 67,MALVERN,AR,72104,00,(501)332-6764,34.456168,-92.730419,42,31680,2,284,NA,NA,5059,Hot Spring County,504,NA,,1,4,1,NA,0,12,3,960,NA,NA,NA,0,4,32,56,5,98,16,1,0,1,NA,2,3,0,2,3,3,5,4,14,154,7,14.01,32.39,NA,05029,05007,0.25,4.5
2023,0506690,CENTERPOINT SCHOOL DISTRICT,5,AR-5502000,755 HWY 8 E,AMITY,AR,71921,00,755 HWY 8 E,AMITY,AR,71921,00,(870)356-2912,34.287337,-93.511691,42,-2,-2,-2,NA,NA,5109,Pike County,504,NA,,1,4,1,NA,0,12,3,929,NA,NA,NA,0,4,35,46,2,88,20,1,2,1,NA,3,1,0,2,7,3,2,18,25,172,10,25,45.25,NA,05089,05005,0,18
2023,0506840,GRAVETTE SCHOOL DISTRICT,5,AR-0404000,609 BIRMINGHAM SE,GRAVETTE,AR,72736,00,609 BIRMINGHAM SE,GRAVETTE,AR,72736,00,(479)787-4100,36.420187,-94.447395,42,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,-1,12,4,2126,NA,NA,NA,4,8,70,71,9,164,38,16,2,5,NA,7,4,0,3,8,5,18,30,52,345,27,52,95,NA,05012,05035,0,30
2023,0506870,GREEN FOREST SCHOOL DISTRICT,5,AR-0803000,P O BOX 1950,GREEN FOREST,AR,72638,00,400 E TENTH ST,GREEN FOREST,AR,72638,00,(870)438-5201,36.328128,-93.431408,42,-2,-2,-2,NA,NA,5015,Carroll County,503,NA,,1,4,1,NA,-1,12,3,1422,NA,NA,NA,0,7,50,70,10,139,43,2,1,3,NA,4,3,0,2,10,3,10,27,39,282,14,39,86,NA,05026,05028,0,27
2023,0506900,GREENBRIER SCHOOL DISTRICT,5,AR-2303000,4 SCHOOL DR,GREENBRIER,AR,72058,00,4 SCHOOL DR,GREENBRIER,AR,72058,00,(501)679-4808,35.232393,-92.388595,42,30780,1,340,NA,NA,5045,Faulkner County,502,NA,,1,4,1,NA,0,12,7,3766,NA,NA,NA,3,15,121,73,14,227,70,3,4,5,NA,9,7,0,7,15,17,15,54,64,490,25,64.4,164.3,NA,05042,05024,3,51.67
2023,0506930,GREENLAND SCHOOL DISTRICT,5,AR-7204000,P O BOX 57,GREENLAND,AR,72737,00,10 N MAIN,GREENLAND,AR,72737,00,(479)521-2366,35.994602,-94.173694,21,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,0,12,3,720,NA,NA,NA,1,3,26,32,4,68,20,0,1,2,NA,3,1,0,2,5,3,6,9,19,137,7,19.25,39.5,NA,05023,05029,0,9
2023,0506990,GREENWOOD SCHOOL DISTRICT,5,AR-6602000,420 N MAIN,GREENWOOD,AR,72936,00,420 N MAIN,GREENWOOD,AR,72936,00,(479)996-4142,35.218575,-94.255699,31,22900,1,-2,NA,NA,5131,Sebastian County,503,NA,,1,4,1,NA,-1,12,5,3916,NA,NA,NA,3,16,118,137,14,290,72,18,4,5,NA,9,4,5,4,15,12,14,55,79,578,37,79.5,162,NA,05047,05026,1,54
2023,0507110,GURDON SCHOOL DISTRICT,5,AR-1003000,1 GO-DEVIL RD,GURDON,AR,71743,00,1 GO-DEVIL RD,GURDON,AR,71743,00,(870)353-4454,33.909392,-93.187564,43,11660,2,-2,NA,NA,5019,Clark County,504,NA,,1,4,1,NA,0,12,2,549,NA,NA,NA,0,2,25,19,2,50,20,0,1,1,NA,2,1,0,2,4,2,5,10,18,115,7,18,38.55,NA,05089,05003,0,10
2023,0507140,GUY-PERKINS SCHOOL DISTRICT,5,AR-2304000,492 HWY 25 N,GUY,AR,72061,00,492 HWY 25 N,GUY,AR,72061,00,(501)679-7224,35.324054,-92.32412,42,30780,1,340,NA,NA,5045,Faulkner County,502,NA,,1,4,1,NA,0,12,2,319,NA,NA,NA,7,1,14,19,2,44,5,1,0,1,NA,2,1,0,2,2,0,3,1,6,69,5,6,11.25,NA,05042,05024,0,1.5
2023,0507170,HACKETT SCHOOL DISTRICT,5,AR-6603000,102 N OAK ST,HACKETT,AR,72937,00,102 N OAK ST,HACKETT,AR,72937,00,(479)638-8822,35.187871,-94.409172,42,22900,1,-2,NA,NA,5131,Sebastian County,504,NA,,1,4,1,NA,0,12,2,780,NA,NA,NA,6,4,35,42,4,92,16,1,1,1,NA,2,2,0,2,5,2,2,8,18,153,9,18.5,31,NA,05047,05005,0,8
2023,0507230,HAMPTON SCHOOL DISTRICT,5,AR-0701000,P O BOX 1176,HAMPTON,AR,71744,00,455 E MAIN ST,HAMPTON,AR,71744,00,(870)798-2229,33.537487,-92.462752,43,15780,2,-2,NA,NA,5013,Calhoun County,504,NA,,1,4,1,NA,0,12,2,506,NA,NA,NA,1,3,19,18,2,44,10,0,1,2,NA,3,2,0,2,6,3,1,8,13,94,8,13,24.5,NA,05096,05002,0,8
2023,0507290,HARMONY GROVE SCHOOL DISTRICT (OUACHITA),5,AR-5205000,401 OUACHITA 88,CAMDEN,AR,71701,00,401 OUACHITA RD 88,CAMDEN,AR,71701,00,(870)574-0971,33.651414,-92.779548,42,15780,2,-2,NA,NA,5103,Ouachita County,504,NA,,1,4,1,NA,0,12,2,834,NA,NA,NA,0,4,32,50,2,89,17,2,0,2,NA,2,3,0,2,8,3,5,12,24,167,12,24,40,NA,05098,05002,0,12
2023,0507320,HARMONY GROVE SCH DIST(SALINE),5,AR-6304000,2621 HWY 229,BENTON,AR,72015,00,2621 HWY 229,BENTON,AR,72015,00,(501)778-6271,34.508789,-92.64351,41,30780,1,340,NA,NA,5125,Saline County,502,NA,,1,4,1,NA,0,12,4,1235,NA,NA,NA,0,5,40,60,5,111,26,3,1,2,NA,3,4,0,2,8,5,5,15,16,200,13,16.32,55.89,NA,05029,05007,0,15
2023,0507350,HARRISBURG SCHOOL DISTRICT,5,AR-5602000,207 W ESTES,HARRISBURG,AR,72432,00,207 W ESTES ST,HARRISBURG,AR,72432,00,(870)578-2416,35.559887,-90.723984,42,27860,1,308,NA,NA,5111,Poinsett County,501,NA,,1,4,1,NA,0,12,3,1069,NA,NA,NA,0,5,45,26,8,85,32,2,1,2,NA,3,3,0,4,8,6,8,25,35,212,14,35.5,74,NA,05038,05019,1,24
2023,0507380,HARRISON SCHOOL DISTRICT,5,AR-0503000,110 S CHERRY,HARRISON,AR,72601,00,110 S CHERRY,HARRISON,AR,72601,00,(870)741-7600,36.229552,-93.112577,33,25460,2,-2,NA,NA,5009,Boone County,501,NA,,1,4,1,NA,0,12,5,2746,NA,NA,NA,0,13,86,129,19,249,76,20,3,6,NA,9,5,0,4,21,10,17,50,76,537,45,76,158,NA,05005,05028,0,50
2023,0507530,HAZEN SCHOOL DISTRICT,5,AR-5903000,477 N HAZEN AVE,HAZEN,AR,72064,00,477 N HAZEN AVE,HAZEN,AR,72064,00,(870)255-4549,34.784249,-91.580047,42,-2,-2,-2,NA,NA,5117,Prairie County,501,NA,,1,4,1,NA,-1,12,2,563,NA,NA,NA,1,2,19,24,3,51,16,1,1,1,NA,2,2,0,1,5,2,7,12,10,109,7,10,39,NA,05060,05010,0,12
2023,0507560,HEBER SPRINGS SCHOOL DISTRICT,5,AR-1202000,1100 W PINE ST,HEBER SPRINGS,AR,72543,00,1100 W PINE ST,HEBER SPRINGS,AR,72543,00,(501)362-6712,35.496087,-92.040422,32,-2,-2,-2,NA,NA,5023,Cleburne County,502,NA,,1,4,1,NA,0,12,3,1558,NA,NA,NA,2,7,56,63,11,140,32,6,2,3,NA,5,2,0,2,9,5,7,15,30,255,18,30.25,61.52,NA,05041,05022,0,15.5
2023,0507620,HECTOR SCHOOL DISTRICT,5,AR-5803000,11520 SR 27,HECTOR,AR,72843,00,11520 SR 27,HECTOR,AR,72843,00,(479)284-2021,35.469065,-92.975255,43,40780,2,-2,NA,NA,5115,Pope County,504,NA,,1,4,1,NA,-1,12,2,684,NA,NA,NA,0,4,24,29,3,60,26,2,1,1,NA,3,2,0,1,4,2,3,9,21,134,7,21,42.66,NA,05044,05025,0,9
2023,0507680,HELENA / WEST HELENA SCHOOL DISTRICT,5,AR-5403000,P O BOX 369,HELENA,AR,72342,00,305 VALLEY DR,HELENA,AR,72342,00,(870)338-4425,34.540258,-90.620948,41,-2,-2,-2,NA,NA,5107,Phillips County,501,NA,,1,4,1,NA,-1,12,2,977,NA,NA,NA,5,4,31,43,5,90,20,4,2,1,NA,3,2,0,6,8,7,4,21,29,194,18,29,54,NA,05062,05009,0,21
2023,0507710,HERMITAGE SCHOOL DISTRICT,5,AR-0601000,P O BOX 38,HERMITAGE,AR,71647,00,310 N SCHOOL DR,HERMITAGE,AR,71647,00,(870)463-2246,33.452086,-92.170349,43,-2,-2,-2,NA,NA,5011,Bradley County,504,NA,,1,4,1,NA,-1,12,2,429,NA,NA,NA,0,2,15,15,2,35,14,1,1,0,NA,1,1,0,1,2,2,2,8,11,79,4,11.31,27.69,NA,05094,05001,0,8.69
2023,0507740,CROSS COUNTY SCHOOL DISTRICT,5,AR-1901000,P O BOX 180,CHERRY VALLEY,AR,72324,00,21 COUNTY RD 215,CHERRY VALLEY,AR,72324,00,(870)588-3338,35.404796,-90.806496,42,-2,-2,-2,NA,NA,5037,Cross County,501,NA,,7,4,1,NA,0,12,2,695,NA,NA,NA,3,3,23,22,1,52,13,2,1,1,NA,2,1,0,2,3,3,4,2,16,101,7,16,23.18,NA,05037,05010,0,2
2023,0507770,HIGHLAND SCHOOL DISTRICT,5,AR-6804000,P O BOX 419,HARDY,AR,72542,00,1627 HWY 62/412,HARDY,AR,72542,00,(870)856-3275,36.262868,-91.534089,43,-2,-2,-2,NA,NA,5135,Sharp County,501,NA,,1,4,1,NA,0,12,3,1513,NA,NA,NA,7,6,50,60,3,127,39,4,1,4,NA,5,2,0,3,8,7,15,28,49,289,15,49,92.62,NA,05002,05022,1,27.48
2023,0507840,HOPE SCHOOL DISTRICT,5,AR-2903000,117 E SECOND ST,HOPE,AR,71801,00,117 E SECOND,HOPE,AR,71801,00,(870)722-2700,33.667972,-93.590946,32,-2,-2,-2,NA,NA,5057,Hempstead County,504,NA,,1,4,1,NA,-1,12,6,2218,NA,NA,NA,2,11,78,91,5,189,75,13,3,5,NA,8,4,0,7,14,12,18,17,28,385,34,28,126,NA,05088,05003,1,16
2023,0507860,HORATIO SCHOOL DISTRICT,5,AR-6703000,205 ISBELL ST,HORATIO,AR,71842,00,205 ISBELL ST,HORATIO,AR,71842,00,(870)832-2340,33.939941,-94.350269,42,-2,-2,-2,NA,NA,5133,Sevier County,504,NA,,1,4,1,NA,-1,12,2,658,NA,NA,NA,0,3,28,39,3,74,18,2,1,1,NA,2,2,0,1,5,3,5,14,14,144,9,14.88,42.61,NA,05087,05004,0,14.61
2023,0507890,HOT SPRINGS SCHOOL DISTRICT,5,AR-2603000,400 LINWOOD AVE,HOT SPRINGS,AR,71913,00,400 LINWOOD AVE,HOT SPRINGS,AR,71913,00,(501)624-3372,34.497565,-93.06125,13,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,-1,12,6,3643,NA,NA,NA,1,19,123,86,19,249,67,37,5,5,NA,10,6,0,3,19,15,18,29,56,510,59,56,135.5,NA,05091,05006,5,24
2023,0507920,JESSIEVILLE SCHOOL DISTRICT,5,AR-2604000,P O BOX 4,JESSIEVILLE,AR,71949,00,7900 N HWY 7,JESSIEVILLE,AR,71949,00,(501)984-5381,34.701022,-93.061506,41,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,-1,12,3,818,NA,NA,NA,0,3,30,30,1,66,26,1,2,3,NA,5,2,0,1,7,3,6,18,26,163,10,26,55.64,NA,05085,05006,0,18
2023,0507990,HOXIE SCHOOL DISTRICT,5,AR-3804000,P O BOX 240,HOXIE,AR,72433,00,305 SW ALICE ST,HOXIE,AR,72433,00,(870)886-2401,36.049636,-90.982435,32,-2,-2,-2,NA,NA,5075,Lawrence County,501,NA,,1,4,1,NA,-1,12,2,844,NA,NA,NA,0,4,30,47,2,85,14,2,1,1,NA,2,1,0,1,6,3,6,8,21,149,9,21,32.12,NA,05028,05022,0,8.12
2023,0508040,WEST MEMPHIS SCHOOL DISTRICT,5,AR-1803000,301 S AVALON,WEST MEMPHIS,AR,72303,00,301 S AVALON,WEST MEMPHIS,AR,72301,00,(870)735-1915,35.143731,-90.193902,21,32820,1,368,NA,NA,5035,Crittenden County,501,NA,,1,4,1,NA,-1,12,9,4752,NA,NA,NA,7,25,182,149,16,380,70,8,6,5,NA,11,9,0,7,28,23,44,20,36,636,43,36,166.6,NA,05063,05009,0,20.1
2023,0508130,HUNTSVILLE SCHOOL DISTRICT,5,AR-4401000,P O DRAWER F,HUNTSVILLE,AR,72740,00,570 W MAIN,HUNTSVILLE,AR,72740,00,(479)738-2011,36.087123,-93.740283,42,22220,1,-2,NA,NA,5087,Madison County,503,NA,,1,4,1,NA,0,12,6,2269,NA,NA,NA,0,10,92,73,13,189,53,5,2,3,NA,6,5,0,4,14,7,17,33,65,399,23,65.5,115.52,NA,05026,05028,0,33.46
2023,0508240,JASPER SCHOOL DISTRICT,5,AR-5102000,P O BOX 446,JASPER,AR,72641,00,600 SCHOOL ST,JASPER,AR,72641,00,(870)446-2223,36.004821,-93.190901,43,25460,2,-2,NA,NA,5101,Newton County,504,NA,,1,4,1,NA,0,12,6,854,NA,NA,NA,3,6,42,78,4,135,26,6,2,4,NA,6,3,0,2,3,6,10,16,36,250,11,36.58,61.5,NA,05027,05028,0,16
2023,0508280,JONESBORO SCHOOL DISTRICT,5,AR-1608000,2506 SW SQUARE,JONESBORO,AR,72401,00,2506 SW SQUARE,JONESBORO,AR,72401,00,(870)933-5800,35.816859,-90.708449,13,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,-1,12,11,6772,NA,NA,NA,13,32,207,127,48,428,138,10,8,8,NA,16,9,3,9,41,31,37,28,74,829,60,74.5,248.97,NA,05032,05020,1.5,26.71
2023,0508340,JUNCTION CITY SCHOOL DISTRICT,5,AR-7003000,P O BOX 790,JUNCTION CITY,AR,71749,00,100 W HOLLY,JUNCTION CITY,AR,71749,00,(870)924-4575,33.02154,-92.725433,42,20980,2,-2,NA,NA,5139,Union County,504,NA,,1,4,1,NA,0,12,2,682,NA,NA,NA,0,3,30,47,4,85,10,0,1,1,NA,2,2,0,2,3,2,3,11,25,146,5,25,29,NA,05097,05002,0,11
2023,0508400,RIVERVIEW SCHOOL DISTRICT,5,AR-7307000,800 RAIDER DR,SEARCY,AR,72143,00,800 RAIDER DR,SEARCY,AR,72143,00,(501)279-0540,35.253958,-91.689998,32,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,0,12,4,1098,NA,NA,NA,2,8,43,61,3,119,24,3,1,2,NA,3,3,0,2,4,5,6,16,32,220,9,32,55.37,NA,05058,05018,0,16.61
2023,0508490,KIRBY SCHOOL DISTRICT,5,AR-5503000,P O BOX 9,KIRBY,AR,71950,00,2614 HWY 27N,KIRBY,AR,71950,00,(870)398-4212,34.248462,-93.640202,43,-2,-2,-2,NA,NA,5109,Pike County,504,NA,,1,4,1,NA,0,12,2,415,NA,NA,NA,0,2,19,23,4,49,8,2,0,0,NA,1,1,0,1,1,1,2,7,7,80,4,7,19.5,NA,05089,05005,0,7
2023,0508610,LAKE HAMILTON SCHOOL DISTRICT,5,AR-2605000,205 WOLF ST,PEARCY,AR,71964,00,205 WOLF ST,PEARCY,AR,71964,00,(501)767-2306,34.443157,-93.210317,23,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,-1,12,6,4054,NA,NA,NA,0,15,121,79,21,238,61,12,6,7,NA,13,6,1,6,18,15,23,36,75,505,36,75,142.5,NA,05090,05006,1,35
2023,0508640,LAKESIDE SCHOOL DIST(CHICOT),5,AR-0903000,1110 S LAKESHORE,LAKE VILLAGE,AR,71653,00,1110 S LAKESHORE,LAKE VILLAGE,AR,71653,00,(870)265-7300,33.322311,-91.283763,43,-2,-2,-2,NA,NA,5017,Chicot County,501,NA,,1,4,1,NA,-1,12,4,836,NA,NA,NA,2,4,42,28,5,83,13,5,1,1,NA,3,3,0,2,7,4,7,10,28,165,14,28,37,NA,05095,05001,0,10
2023,0508670,LAKESIDE SCHOOL DIST(GARLAND),5,AR-2606000,2837 MALVERN AVE,HOT SPRINGS,AR,71901,00,2837 MALVERN AVE,HOT SPRINGS,AR,71901,00,(501)262-1880,34.471119,-92.999898,13,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,0,12,5,3364,NA,NA,NA,5,13,115,103,14,251,30,5,3,6,NA,9,5,7,6,8,12,16,23,25,399,19,25,94.1,NA,05084,05007,2,21.6
2023,0508700,LAMAR SCHOOL DISTRICT,5,AR-3604000,301 ELBERTA ST,LAMAR,AR,72846,00,301 ELBERTA ST,LAMAR,AR,72846,00,(479)885-3907,35.434714,-93.395189,41,-2,-2,-2,NA,NA,5071,Johnson County,504,NA,,1,4,1,NA,0,12,3,1193,NA,NA,NA,0,5,46,44,8,104,33,2,1,2,NA,3,3,0,2,5,5,7,16,29,209,9,29,64,NA,05045,05026,0,16
2023,0508730,LAVACA SCHOOL DISTRICT,5,AR-6605000,P O BOX 8,LAVACA,AR,72941,00,203 FIR ST,LAVACA,AR,72941,00,(479)674-5611,35.333372,-94.174809,42,22900,1,-2,NA,NA,5131,Sebastian County,503,NA,,1,4,1,NA,0,12,3,784,NA,NA,NA,3,3,31,63,5,107,17,0,1,2,NA,3,2,0,1,9,3,6,15,16,181,11,16,44.51,NA,05047,05026,0,15.64
2023,0508940,LINCOLN SCHOOL DISTRICT,5,AR-7205000,P O BOX 1127,LINCOLN,AR,72744,00,117 BOYER ST STE A,LINCOLN,AR,72744,00,(479)824-3010,35.955556,-94.422801,42,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,-1,12,3,1115,NA,NA,NA,2,4,36,43,7,93,28,2,1,2,NA,3,3,0,2,6,5,9,24,23,200,10,23.5,70.47,NA,05023,05035,0,24
2023,0509000,LITTLE ROCK SCHOOL DISTRICT,5,AR-6001000,810 W MARKHAM ST,LITTLE ROCK,AR,72201,00,810 W MARKHAM ST,LITTLE ROCK,AR,72201,00,(501)447-1002,34.749685,-92.279382,12,30780,1,340,NA,NA,5119,Pulaski County,502,NA,,1,4,1,NA,-1,12,39,21105,NA,NA,NA,71,102,686,460,105,1425,427,132,26,35,NA,61,33,23,28,139,101,127,463,286,3246,299,286,1174.92,NA,05074,05014,19,444.92
2023,0509060,LONOKE SCHOOL DISTRICT,5,AR-4301000,401 W HOLLY ST,LONOKE,AR,72086,00,401 W HOLLY ST,LONOKE,AR,72086,00,(501)676-2042,34.778713,-91.904267,42,30780,1,340,NA,NA,5085,Lonoke County,501,NA,,1,4,1,NA,-1,12,4,1603,NA,NA,NA,3,6,51,71,3,136,24,3,2,3,NA,5,4,0,2,9,5,8,18,48,265,15,48,60.13,NA,05060,05011,0,18.38
2023,0509150,MAGAZINE SCHOOL DISTRICT,5,AR-4202000,485 E PRIDDY ST,MAGAZINE,AR,72943,00,485 E PRIDDY ST,MAGAZINE,AR,72943,00,(866)900-2001,35.150278,-93.798907,43,-2,-2,-2,NA,NA,5083,Logan County,504,NA,,1,4,1,NA,-1,12,2,493,NA,NA,NA,3,2,21,18,2,47,18,4,0,0,NA,1,1,0,1,4,2,3,8,19,111,10,19.5,33.33,NA,05046,05026,0,8
2023,0509190,MAGNET COVE SCHOOL DIST.,5,AR-3003000,472 MAGNET SCHOOL RD,MALVERN,AR,72104,00,472 MAGNET SCHOOL RD,MALVERN,AR,72104,00,(501)332-5468,34.445365,-92.835791,42,31680,2,284,NA,NA,5059,Hot Spring County,504,NA,,1,4,1,NA,0,12,2,679,NA,NA,NA,0,3,26,45,0,76,10,1,1,1,NA,2,2,0,1,5,4,4,1,8,115,7,8,21.91,NA,05029,05007,0,1.91
2023,0509240,MALVERN SCHOOL DISTRICT,5,AR-3004000,1517 S MAIN ST,MALVERN,AR,72104,00,1517 S MAIN ST,MALVERN,AR,72104,00,(501)332-7500,34.353666,-92.806748,31,31680,2,284,NA,NA,5059,Hot Spring County,504,NA,,1,4,1,NA,0,12,4,1825,NA,NA,NA,0,8,69,73,11,163,50,5,3,2,NA,5,5,0,2,9,8,12,5,45,310,16,45.02,80.6,NA,05029,05007,0,5.45
2023,0509270,MAMMOTH SPRING SCHOOL DISTRICT,5,AR-2501000,410 GOLDSMITH AVE,MAMMOTH SPRING,AR,72554,00,410 GOLDSMITH AVE,MAMMOTH SPRING,AR,72554,00,(870)625-3612,36.490678,-91.541951,43,-2,-2,-2,NA,NA,5049,Fulton County,501,NA,,1,4,1,NA,0,12,2,452,NA,NA,NA,4,2,23,50,3,83,14,2,1,0,NA,1,1,0,2,2,2,2,8,12,130,6,12.5,27,NA,05002,05023,0,8
2023,0509330,MANSFIELD SCHOOL DISTRICT,5,AR-6606000,402 GROVE ST,MANSFIELD,AR,72944,00,402 GROVE ST,MANSFIELD,AR,72944,00,(479)928-4006,35.062088,-94.247848,42,-2,-2,-2,NA,NA,5127,Scott County,504,NA,,1,4,1,NA,0,12,3,728,NA,NA,NA,0,3,35,29,4,72,17,2,1,2,NA,3,1,0,3,4,3,3,17,25,151,9,25.11,41.71,NA,05052,05005,0,17.27
2023,0509360,LEE COUNTY SCHOOL DISTRICT,5,AR-3904000,188 W CHESTNUT ST,MARIANNA,AR,72360,00,188 W CHESTNUT ST,MARIANNA,AR,72360,00,(870)295-7100,34.776734,-90.762384,43,-2,-2,-2,NA,NA,5077,Lee County,501,NA,,1,4,1,NA,-1,12,2,681,NA,NA,NA,2,3,25,46,3,80,16,3,0,2,NA,2,1,0,2,8,5,5,6,16,145,13,16.4,33.5,NA,05062,05009,0,6.5
2023,0509390,MARION SCHOOL DISTRICT,5,AR-1804000,200 MANOR ST,MARION,AR,72364,00,200 MANOR ST,MARION,AR,72364,00,(870)739-5100,35.210909,-90.202377,21,32820,1,368,NA,NA,5035,Crittenden County,501,NA,,1,4,1,NA,0,12,6,3886,NA,NA,NA,0,17,120,121,18,278,67,7,3,6,NA,9,6,0,8,26,19,27,25,66,540,41,66.5,144.92,NA,05035,05009,0.9,24.5
